OrderID,OrderDate,Region,State,Category,SubCategory,SalesRep,CustomerID,Quantity,UnitPrice,Sales,Profit
ORD-02172,2022-08-12,North,Uttar Pradesh,Office Supplies,Printers,Siddharth Joshi,CUST-01418,10,1806.03,18060.3,5905.82
ORD-00498,2022-08-12,North,Delhi,Furniture,Tables,Neha Kapoor,CUST-00110,6,2952.56,17715.36,3351.41
ORD-02707,2022-08-15,South,Karnataka,Office Supplies,Printers,Vikram Nair,CUST-00793,1,816.87,816.87,263.35
ORD-00027,2022-08-15,North,Haryana,Electronics,Laptops,Isha Deshpande,CUST-01904,5,44764.94,223824.7,47444.63
ORD-02000,2022-08-15,West,Maharashtra,Electronics,Smartphones,Ananya Rao,CUST-00137,5,11650.97,58254.85,12801.81
ORD-01683,2022-08-15,East,Bihar,Clothing,Womenswear,Sneha Kulkarni,CUST-01675,2,2330.4,4660.8,1579.57
ORD-00890,2022-08-17,Central,Madhya Pradesh,Furniture,Chairs,Siddharth Joshi,CUST-00353,2,14833.59,29667.18,9268.07
ORD-02706,2022-08-18,North,Punjab,Furniture,Chairs,Sneha Kulkarni,CUST-00800,9,15186.44,136677.96,14817.41
ORD-02492,2022-08-18,South,Kerala,Office Supplies,Binders,Isha Deshpande,CUST-01256,9,169.83,1528.47,540.1
ORD-01975,2022-08-19,North,Uttar Pradesh,Electronics,Accessories,Aarav Shah,CUST-01898,8,31206.84,249654.72,42316.39
ORD-00307,2022-08-19,Central,Madhya Pradesh,Electronics,Smartphones,Siddharth Joshi,CUST-00211,10,24167.94,241679.4,41837.33
ORD-02163,2022-08-19,Central,Madhya Pradesh,Furniture,Storage,Siddharth Joshi,CUST-01152,6,15088.15,90528.9,20832.52
ORD-00597,2022-08-19,West,Rajasthan,Office Supplies,Binders,Divya Menon,CUST-00293,2,1895.42,3790.84,1045.31
ORD-00123,2022-08-19,West,Maharashtra,Electronics,Accessories,Arjun Bhatt,CUST-01733,9,9307.98,83771.82,7728.34
ORD-00133,2022-08-20,North,Punjab,Clothing,Footwear,Sneha Kulkarni,CUST-02049,1,1825.75,1825.75,457.81
ORD-00478,2022-08-20,South,Karnataka,Electronics,Accessories,Karan Malhotra,CUST-01721,10,36875.68,368756.8,64119.08
ORD-01016,2022-08-21,East,Odisha,Clothing,Footwear,Arjun Bhatt,CUST-01433,8,2741.02,21928.16,9427.2
ORD-00384,2022-08-21,Central,Madhya Pradesh,Office Supplies,Printers,Priya Mehta,CUST-00575,2,2416.55,4833.1,1645.44
ORD-01991,2022-08-21,East,Jharkhand,Clothing,Womenswear,Karan Malhotra,CUST-01443,4,4117.23,16468.92,5799.3
ORD-02436,2022-08-22,North,Haryana,Office Supplies,Pens & Stationery,Arjun Bhatt,CUST-00970,11,2097.91,23077.01,4357.75
ORD-00230,2022-08-22,West,Rajasthan,Office Supplies,Printers,Arjun Bhatt,CUST-00882,5,176.24,881.2,214.43
ORD-00099,2022-08-22,North,Haryana,Clothing,Kidswear,Siddharth Joshi,CUST-00127,7,2058.67,14410.69,4668.1
ORD-00312,2022-08-22,North,Delhi,Furniture,Tables,Karan Malhotra,CUST-01174,9,11376.18,102385.62,13112.43
ORD-01055,2022-08-23,South,Kerala,Furniture,Sofas,Karan Malhotra,CUST-01371,7,16046.87,112328.09,22112.87
ORD-00865,2022-08-24,South,Karnataka,Electronics,Smartphones,Isha Deshpande,CUST-00351,2,9755.56,19511.12,3665.25
ORD-00640,2022-08-24,East,West Bengal,Office Supplies,Binders,Siddharth Joshi,CUST-00239,9,223.58,2012.22,632.12
ORD-02295,2022-08-24,South,Kerala,Furniture,Storage,Karan Malhotra,CUST-00543,11,8617.27,94789.97,17512.77
ORD-01334,2022-08-25,East,Bihar,Office Supplies,Printers,Siddharth Joshi,CUST-02030,3,1899.78,5699.34,1234.36
ORD-00040,2022-08-26,West,Rajasthan,Furniture,Chairs,Isha Deshpande,CUST-00318,3,6072.21,18216.63,2720.5
ORD-02965,2022-08-27,East,Bihar,Electronics,Accessories,Rohan Iyer,CUST-02020,1,11748.93,11748.93,1460.48
ORD-00575,2022-08-27,East,Odisha,Office Supplies,Printers,Aarav Shah,CUST-00439,10,1075.17,10751.7,3328.37
ORD-02450,2022-08-28,East,Bihar,Office Supplies,Pens & Stationery,Siddharth Joshi,CUST-01878,5,1477.4,7387.0,2187.13
ORD-00521,2022-08-28,South,Kerala,Electronics,Laptops,Aarav Shah,CUST-00294,10,44494.01,444940.1,55864.93
ORD-01698,2022-08-28,East,Jharkhand,Electronics,Tablets,Isha Deshpande,CUST-00164,11,11993.44,131927.84,23181.61
ORD-02549,2022-08-28,Central,Chhattisgarh,Office Supplies,Pens & Stationery,Vikram Nair,CUST-00431,9,1997.34,17976.06,7929.57
ORD-02867,2022-08-29,West,Rajasthan,Electronics,Accessories,Sneha Kulkarni,CUST-01931,9,18636.96,167732.64,35634.26
ORD-01432,2022-08-29,Central,Chhattisgarh,Clothing,Womenswear,Aarav Shah,CUST-00650,8,3658.2,29265.6,7035.02
ORD-00251,2022-08-30,East,Jharkhand,Furniture,Storage,Vikram Nair,CUST-00811,3,7636.92,22910.76,2739.35
ORD-00029,2022-08-31,East,Odisha,Clothing,Kidswear,Isha Deshpande,CUST-00734,10,3625.25,36252.5,12749.44
ORD-00346,2022-08-31,Central,Madhya Pradesh,Office Supplies,Binders,Sneha Kulkarni,CUST-00618,11,2736.61,30102.71,9852.34
ORD-02413,2022-09-01,West,Maharashtra,Clothing,Menswear,Karan Malhotra,CUST-00599,6,713.7,4282.2,1332.58
ORD-01609,2022-09-01,North,Haryana,Electronics,Accessories,Vikram Nair,CUST-01523,2,44674.33,89348.66,7832.27
ORD-02961,2022-09-01,East,Odisha,Clothing,Kidswear,Karan Malhotra,CUST-00618,5,1877.5,9387.5,3067.17
ORD-02189,2022-09-01,North,Uttar Pradesh,Office Supplies,Printers,Siddharth Joshi,CUST-01867,9,2189.28,19703.52,6352.69
ORD-02017,2022-09-02,South,Andhra Pradesh,Office Supplies,Printers,Sneha Kulkarni,CUST-01372,4,1822.55,7290.2,1247.84
ORD-00540,2022-09-02,South,Karnataka,Furniture,Sofas,Isha Deshpande,CUST-01868,5,2927.14,14635.7,3654.25
ORD-02442,2022-09-02,West,Maharashtra,Office Supplies,Pens & Stationery,Divya Menon,CUST-01952,10,2982.63,29826.3,6267.2
ORD-02473,2022-09-02,West,Rajasthan,Office Supplies,Pens & Stationery,Rohan Iyer,CUST-01397,11,327.73,3605.03,778.95
ORD-01655,2022-09-02,North,Uttar Pradesh,Clothing,Womenswear,Divya Menon,CUST-00659,5,1807.2,9036.0,2599.06
ORD-01782,2022-09-02,North,Uttar Pradesh,Office Supplies,Binders,Siddharth Joshi,CUST-00013,4,529.87,2119.48,696.77
ORD-02905,2022-09-02,West,Gujarat,Office Supplies,Binders,Isha Deshpande,CUST-00015,10,676.58,6765.8,1521.48
ORD-00121,2022-09-02,East,Odisha,Clothing,Menswear,Sneha Kulkarni,CUST-01049,7,2206.41,15444.87,4955.02
ORD-01779,2022-09-03,Central,Madhya Pradesh,Electronics,Laptops,Sneha Kulkarni,CUST-00962,1,38459.75,38459.75,6925.49
ORD-01089,2022-09-03,Central,Chhattisgarh,Electronics,Smartphones,Ananya Rao,CUST-00292,5,14125.6,70628.0,14173.78
ORD-00742,2022-09-03,South,Karnataka,Office Supplies,Binders,Isha Deshpande,CUST-00189,4,2776.97,11107.88,3731.54
ORD-00170,2022-09-03,North,Punjab,Office Supplies,Pens & Stationery,Vikram Nair,CUST-00917,6,824.18,4945.08,1248.57
ORD-01566,2022-09-03,North,Haryana,Furniture,Chairs,Aarav Shah,CUST-01675,5,14658.81,73294.05,14735.16
ORD-00310,2022-09-03,West,Goa,Office Supplies,Pens & Stationery,Isha Deshpande,CUST-00188,6,2643.35,15860.1,4434.49
ORD-02668,2022-09-03,Central,Madhya Pradesh,Clothing,Menswear,Aarav Shah,CUST-01437,10,1774.06,17740.6,6366.01
ORD-02969,2022-09-03,North,Uttar Pradesh,Office Supplies,Paper,Arjun Bhatt,CUST-01008,7,2055.65,14389.55,5696.69
ORD-00821,2022-09-04,East,Odisha,Electronics,Accessories,Rohan Iyer,CUST-01002,9,19276.19,173485.71,22270.13
ORD-00915,2022-09-05,Central,Chhattisgarh,Clothing,Menswear,Neha Kapoor,CUST-00025,3,3324.67,9974.01,4422.47
ORD-01137,2022-09-05,South,Karnataka,Office Supplies,Pens & Stationery,Sneha Kulkarni,CUST-01003,3,1701.99,5105.97,1561.21
ORD-01040,2022-09-05,Central,Madhya Pradesh,Office Supplies,Pens & Stationery,Siddharth Joshi,CUST-01952,3,2328.91,6986.73,2722.97
ORD-02430,2022-09-06,North,Haryana,Furniture,Tables,Isha Deshpande,CUST-01544,8,16507.0,132056.0,28489.08
ORD-01709,2022-09-06,South,Kerala,Electronics,Accessories,Vikram Nair,CUST-01976,10,10403.24,104032.4,6441.74
ORD-01139,2022-09-06,West,Gujarat,Office Supplies,Printers,Arjun Bhatt,CUST-01568,6,2400.77,14404.62,4563.48
ORD-00332,2022-09-07,West,Maharashtra,Electronics,Accessories,Karan Malhotra,CUST-00206,8,40836.72,326693.76,71936.54
ORD-02765,2022-09-07,East,Odisha,Furniture,Chairs,Priya Mehta,CUST-00917,10,15807.99,158079.9,29319.14
ORD-00666,2022-09-07,North,Punjab,Electronics,Accessories,Rohan Iyer,CUST-01050,6,36648.78,219892.68,29157.17
ORD-02802,2022-09-09,East,Odisha,Furniture,Storage,Siddharth Joshi,CUST-02066,2,13381.18,26762.36,6736.95
ORD-00681,2022-09-09,West,Goa,Furniture,Sofas,Karan Malhotra,CUST-01227,9,16952.88,152575.92,19901.23
ORD-00338,2022-09-10,Central,Madhya Pradesh,Electronics,Smartphones,Arjun Bhatt,CUST-01511,1,28512.23,28512.23,4872.93
ORD-01202,2022-09-10,South,Tamil Nadu,Clothing,Footwear,Divya Menon,CUST-01889,10,4187.16,41871.6,14036.35
ORD-01977,2022-09-10,Central,Chhattisgarh,Electronics,Smartphones,Divya Menon,CUST-01338,6,14027.4,84164.4,13078.38
ORD-00833,2022-09-10,West,Maharashtra,Clothing,Womenswear,Divya Menon,CUST-00346,4,4146.36,16585.44,6452.12
ORD-00547,2022-09-11,West,Rajasthan,Electronics,Smartphones,Rohan Iyer,CUST-01350,6,19546.7,117280.2,8091.22
ORD-01483,2022-09-12,East,Odisha,Office Supplies,Printers,Siddharth Joshi,CUST-01321,11,722.89,7951.79,3039.55
ORD-00245,2022-09-12,South,Tamil Nadu,Furniture,Storage,Ananya Rao,CUST-01681,4,14803.76,59215.04,16807.44
ORD-00261,2022-09-13,North,Delhi,Clothing,Footwear,Siddharth Joshi,CUST-01482,6,2057.8,12346.8,4961.67
ORD-02275,2022-09-13,Central,Madhya Pradesh,Office Supplies,Printers,Karan Malhotra,CUST-01722,11,1089.81,11987.91,3900.12
ORD-02469,2022-09-13,South,Tamil Nadu,Office Supplies,Printers,Siddharth Joshi,CUST-00671,2,1552.4,3104.8,968.19
ORD-00160,2022-09-14,West,Rajasthan,Clothing,Womenswear,Arjun Bhatt,CUST-01811,9,591.62,5324.58,1694.11
ORD-01500,2022-09-14,Central,Madhya Pradesh,Furniture,Tables,Rohan Iyer,CUST-01780,10,6738.81,67388.1,23222.46
ORD-00085,2022-09-14,South,Kerala,Office Supplies,Paper,Aarav Shah,CUST-01485,3,2369.43,7108.29,2000.83
ORD-01847,2022-09-15,South,Karnataka,Furniture,Tables,Ananya Rao,CUST-00147,7,9802.85,68619.95,16025.07
ORD-02917,2022-09-15,West,Gujarat,Office Supplies,Paper,Divya Menon,CUST-01737,3,1580.5,4741.5,1562.85
ORD-00166,2022-09-16,North,Punjab,Office Supplies,Paper,Karan Malhotra,CUST-00917,5,2460.54,12302.7,3295.65
ORD-00267,2022-09-16,Central,Chhattisgarh,Clothing,Menswear,Arjun Bhatt,CUST-00204,5,1701.08,8505.4,2567.0
ORD-02910,2022-09-16,Central,Chhattisgarh,Office Supplies,Binders,Divya Menon,CUST-01556,5,830.15,4150.75,1128.65
ORD-00993,2022-09-16,Central,Chhattisgarh,Clothing,Kidswear,Arjun Bhatt,CUST-01368,11,3582.13,39403.43,13483.52
ORD-02682,2022-09-17,North,Uttar Pradesh,Clothing,Kidswear,Siddharth Joshi,CUST-01915,8,1537.66,12301.28,5294.03
ORD-01902,2022-09-17,South,Kerala,Office Supplies,Printers,Rohan Iyer,CUST-00724,4,977.54,3910.16,1142.42
ORD-00494,2022-09-18,East,West Bengal,Furniture,Storage,Arjun Bhatt,CUST-00614,9,5502.56,49523.04,10314.28
ORD-00871,2022-09-18,Central,Madhya Pradesh,Office Supplies,Pens & Stationery,Rohan Iyer,CUST-01061,9,2295.0,20655.0,4708.41
ORD-02374,2022-09-19,Central,Chhattisgarh,Furniture,Sofas,Rohan Iyer,CUST-01293,11,19649.66,216146.26,40417.47
ORD-01221,2022-09-20,North,Punjab,Office Supplies,Printers,Isha Deshpande,CUST-01130,8,704.57,5636.56,1053.01
ORD-01046,2022-09-20,East,Jharkhand,Furniture,Tables,Ananya Rao,CUST-01987,6,3472.34,20834.04,3763.71
ORD-01845,2022-09-20,North,Uttar Pradesh,Electronics,Smartphones,Aarav Shah,CUST-00578,3,13917.75,41753.25,6964.93
ORD-01065,2022-09-20,South,Kerala,Clothing,Womenswear,Karan Malhotra,CUST-01266,11,596.45,6560.95,2585.47
ORD-00757,2022-09-21,West,Rajasthan,Electronics,Accessories,Neha Kapoor,CUST-01219,8,24049.62,192396.96,10312.36
ORD-00748,2022-09-21,West,Gujarat,Electronics,Tablets,Aarav Shah,CUST-00820,11,23223.38,255457.18,17147.97
ORD-02827,2022-09-21,Central,Chhattisgarh,Electronics,Accessories,Divya Menon,CUST-00487,8,36073.41,288587.28,46370.13
ORD-00347,2022-09-21,West,Gujarat,Clothing,Footwear,Siddharth Joshi,CUST-00397,5,4116.56,20582.8,8370.41
ORD-02403,2022-09-21,West,Goa,Office Supplies,Binders,Siddharth Joshi,CUST-01533,9,712.35,6411.15,1061.47
ORD-02012,2022-09-22,West,Maharashtra,Clothing,Womenswear,Divya Menon,CUST-01619,9,2505.75,22551.75,10242.54
ORD-01223,2022-09-22,Central,Madhya Pradesh,Furniture,Tables,Neha Kapoor,CUST-01890,2,17506.94,35013.88,10335.72
ORD-00751,2022-09-22,Central,Chhattisgarh,Furniture,Tables,Divya Menon,CUST-01170,5,6271.14,31355.7,4598.35
ORD-02059,2022-09-24,North,Punjab,Office Supplies,Pens & Stationery,Priya Mehta,CUST-02094,2,2322.41,4644.82,1111.08
ORD-02962,2022-09-24,East,Bihar,Clothing,Kidswear,Sneha Kulkarni,CUST-01820,1,1037.11,1037.11,360.0
ORD-00716,2022-09-26,West,Rajasthan,Clothing,Footwear,Priya Mehta,CUST-00085,10,3699.43,36994.3,13781.74
ORD-01156,2022-09-26,North,Haryana,Electronics,Laptops,Divya Menon,CUST-01412,2,22005.35,44010.7,3909.33
ORD-01829,2022-09-26,South,Karnataka,Electronics,Laptops,Isha Deshpande,CUST-01064,9,32259.09,290331.81,51360.35
ORD-01701,2022-09-26,East,Odisha,Electronics,Accessories,Divya Menon,CUST-02026,10,33840.53,338405.3,25644.98
ORD-01164,2022-09-26,South,Tamil Nadu,Clothing,Footwear,Aarav Shah,CUST-01107,5,3743.17,18715.85,7028.26
ORD-00614,2022-09-27,West,Gujarat,Electronics,Smartphones,Priya Mehta,CUST-01489,10,10005.43,100054.3,17492.85
ORD-02117,2022-09-27,North,Punjab,Clothing,Womenswear,Arjun Bhatt,CUST-00445,11,4051.9,44570.9,18710.03
ORD-00479,2022-09-27,North,Uttar Pradesh,Clothing,Kidswear,Vikram Nair,CUST-01616,8,628.76,5030.08,1507.32
ORD-02390,2022-09-27,South,Tamil Nadu,Electronics,Laptops,Arjun Bhatt,CUST-00357,2,41338.3,82676.6,18059.76
ORD-00226,2022-09-28,Central,Chhattisgarh,Electronics,Smartphones,Siddharth Joshi,CUST-01314,4,40082.76,160331.04,23841.29
ORD-02068,2022-09-28,West,Rajasthan,Electronics,Accessories,Arjun Bhatt,CUST-01824,8,9309.03,74472.24,13413.81
ORD-00295,2022-09-28,Central,Madhya Pradesh,Furniture,Chairs,Divya Menon,CUST-01745,11,13241.48,145656.28,24889.58
ORD-02145,2022-09-28,Central,Chhattisgarh,Office Supplies,Pens & Stationery,Siddharth Joshi,CUST-00179,4,888.32,3553.28,836.56
ORD-01851,2022-09-28,East,Odisha,Clothing,Womenswear,Vikram Nair,CUST-00638,1,3727.65,3727.65,1261.09
ORD-02956,2022-09-28,East,Bihar,Electronics,Accessories,Vikram Nair,CUST-00934,10,8591.89,85918.9,6409.87
ORD-01060,2022-09-29,North,Punjab,Furniture,Storage,Aarav Shah,CUST-01721,8,6759.72,54077.76,12525.26
ORD-02557,2022-09-29,Central,Madhya Pradesh,Electronics,Laptops,Divya Menon,CUST-00869,8,40623.33,324986.64,38659.23
ORD-01567,2022-09-29,East,Odisha,Furniture,Storage,Siddharth Joshi,CUST-00437,8,7841.13,62729.04,9301.75
ORD-01010,2022-09-30,Central,Madhya Pradesh,Clothing,Footwear,Ananya Rao,CUST-00765,5,2200.28,11001.4,4342.56
ORD-01855,2022-10-01,South,Andhra Pradesh,Clothing,Footwear,Sneha Kulkarni,CUST-01915,3,3045.24,9135.72,4218.63
ORD-00876,2022-10-02,West,Gujarat,Office Supplies,Printers,Sneha Kulkarni,CUST-00218,6,251.39,1508.34,498.88
ORD-01480,2022-10-02,South,Andhra Pradesh,Office Supplies,Binders,Karan Malhotra,CUST-00151,3,2968.83,8906.49,2866.89
ORD-00343,2022-10-02,West,Goa,Office Supplies,Paper,Divya Menon,CUST-01143,5,2804.6,14023.0,3806.55
ORD-00309,2022-10-02,West,Goa,Clothing,Footwear,Rohan Iyer,CUST-01214,11,4369.5,48064.5,12242.75
ORD-01821,2022-10-03,North,Haryana,Furniture,Tables,Sneha Kulkarni,CUST-00845,3,8274.57,24823.71,3990.49
ORD-01856,2022-10-03,Central,Chhattisgarh,Electronics,Smartphones,Vikram Nair,CUST-01285,9,33995.72,305961.48,60907.48
ORD-01425,2022-10-03,North,Punjab,Electronics,Smartphones,Ananya Rao,CUST-00364,11,27976.79,307744.69,48057.11
ORD-01887,2022-10-04,East,Jharkhand,Office Supplies,Pens & Stationery,Divya Menon,CUST-01448,1,454.03,454.03,152.82
ORD-00972,2022-10-04,West,Rajasthan,Clothing,Menswear,Sneha Kulkarni,CUST-00380,10,3795.31,37953.1,12868.11
ORD-01191,2022-10-06,Central,Madhya Pradesh,Electronics,Laptops,Divya Menon,CUST-01202,11,8596.34,94559.74,9750.6
ORD-00984,2022-10-06,Central,Chhattisgarh,Furniture,Tables,Vikram Nair,CUST-00275,3,2694.91,8084.73,2506.24
ORD-02276,2022-10-06,South,Karnataka,Electronics,Accessories,Vikram Nair,CUST-01441,2,16457.17,32914.34,5170.48
ORD-00043,2022-10-07,East,Odisha,Electronics,Smartphones,Siddharth Joshi,CUST-00414,11,37830.41,416134.51,67412.43
ORD-01384,2022-10-07,East,Bihar,Office Supplies,Binders,Priya Mehta,CUST-01154,1,483.88,483.88,128.73
ORD-02191,2022-10-07,East,Odisha,Furniture,Sofas,Rohan Iyer,CUST-00489,9,14752.84,132775.56,33769.37
ORD-01401,2022-10-07,North,Uttar Pradesh,Furniture,Storage,Divya Menon,CUST-01513,5,19111.71,95558.55,16931.84
ORD-02588,2022-10-08,Central,Madhya Pradesh,Electronics,Laptops,Ananya Rao,CUST-02009,8,35386.4,283091.2,70021.29
ORD-01120,2022-10-09,Central,Madhya Pradesh,Electronics,Accessories,Divya Menon,CUST-00278,11,35793.7,393730.7,89970.62
ORD-01043,2022-10-09,South,Kerala,Clothing,Kidswear,Arjun Bhatt,CUST-00034,3,2165.83,6497.49,2329.84
ORD-00612,2022-10-09,Central,Madhya Pradesh,Furniture,Chairs,Rohan Iyer,CUST-01784,4,6645.6,26582.4,3636.93
ORD-00448,2022-10-11,North,Uttar Pradesh,Clothing,Menswear,Vikram Nair,CUST-01918,2,4362.3,8724.6,2466.25
ORD-01646,2022-10-11,South,Kerala,Office Supplies,Paper,Neha Kapoor,CUST-00069,7,535.06,3745.42,1335.62
ORD-01573,2022-10-11,South,Andhra Pradesh,Office Supplies,Paper,Priya Mehta,CUST-01579,11,1961.18,21572.98,4668.91
ORD-01469,2022-10-12,Central,Chhattisgarh,Clothing,Footwear,Ananya Rao,CUST-01234,1,3961.05,3961.05,1105.72
ORD-02991,2022-10-13,West,Maharashtra,Furniture,Tables,Divya Menon,CUST-00886,5,14309.92,71549.6,20768.54
ORD-00411,2022-10-13,North,Punjab,Electronics,Tablets,Sneha Kulkarni,CUST-01950,5,10175.95,50879.75,5397.16
ORD-02099,2022-10-13,West,Goa,Furniture,Tables,Ananya Rao,CUST-01739,5,17833.55,89167.75,27362.09
ORD-02381,2022-10-13,Central,Chhattisgarh,Electronics,Accessories,Neha Kapoor,CUST-00776,7,23491.63,164441.41,27605.96
ORD-02118,2022-10-14,South,Tamil Nadu,Electronics,Smartphones,Ananya Rao,CUST-00777,9,15287.82,137590.38,33792.88
ORD-00936,2022-10-15,North,Uttar Pradesh,Furniture,Storage,Vikram Nair,CUST-01747,4,14727.95,58911.8,12996.64
ORD-01621,2022-10-15,Central,Madhya Pradesh,Clothing,Kidswear,Isha Deshpande,CUST-01051,4,4022.84,16091.36,6550.69
ORD-01859,2022-10-15,East,West Bengal,Furniture,Storage,Rohan Iyer,CUST-00337,3,13073.85,39221.55,5577.84
ORD-02743,2022-10-15,West,Gujarat,Electronics,Smartphones,Isha Deshpande,CUST-01698,6,29281.27,175687.62,20268.46
ORD-02510,2022-10-16,Central,Chhattisgarh,Furniture,Chairs,Sneha Kulkarni,CUST-01345,7,7174.07,50218.49,10134.49
ORD-00517,2022-10-16,West,Goa,Office Supplies,Paper,Karan Malhotra,CUST-01675,6,2645.24,15871.44,5532.01
ORD-01207,2022-10-16,Central,Madhya Pradesh,Clothing,Menswear,Isha Deshpande,CUST-01552,1,1755.26,1755.26,709.62
ORD-00787,2022-10-17,North,Punjab,Electronics,Laptops,Arjun Bhatt,CUST-00831,8,24178.42,193427.36,17163.2
ORD-01516,2022-10-17,Central,Madhya Pradesh,Electronics,Accessories,Ananya Rao,CUST-00212,5,11793.79,58968.95,7809.27
ORD-02852,2022-10-17,West,Rajasthan,Furniture,Storage,Arjun Bhatt,CUST-00092,11,12513.69,137650.59,31986.03
ORD-02505,2022-10-17,West,Rajasthan,Office Supplies,Printers,Siddharth Joshi,CUST-01206,11,847.44,9321.84,2189.4
ORD-00782,2022-10-17,North,Delhi,Electronics,Tablets,Karan Malhotra,CUST-00018,9,8725.33,78527.97,9436.3
ORD-01788,2022-10-17,West,Rajasthan,Clothing,Footwear,Siddharth Joshi,CUST-01899,9,628.45,5656.05,2356.17
ORD-00204,2022-10-20,South,Karnataka,Office Supplies,Pens & Stationery,Siddharth Joshi,CUST-01897,3,2148.59,6445.77,1746.28
ORD-00656,2022-10-20,Central,Madhya Pradesh,Electronics,Laptops,Isha Deshpande,CUST-01737,5,31475.82,157379.1,27666.67
ORD-00625,2022-10-20,North,Haryana,Electronics,Accessories,Priya Mehta,CUST-02100,7,8692.87,60850.09,14346.41
ORD-00329,2022-10-20,West,Maharashtra,Electronics,Accessories,Ananya Rao,CUST-00952,3,10231.01,30693.03,3979.9
ORD-01995,2022-10-20,North,Delhi,Electronics,Accessories,Rohan Iyer,CUST-01878,9,18342.8,165085.2,26918.05
ORD-02368,2022-10-20,North,Haryana,Clothing,Kidswear,Neha Kapoor,CUST-01208,6,3063.35,18380.1,7307.27
ORD-02659,2022-10-21,West,Rajasthan,Office Supplies,Paper,Sneha Kulkarni,CUST-00816,2,526.39,1052.78,224.37
ORD-01048,2022-10-21,North,Haryana,Electronics,Tablets,Rohan Iyer,CUST-01730,7,32005.46,224038.22,35470.66
ORD-02351,2022-10-21,Central,Madhya Pradesh,Furniture,Tables,Priya Mehta,CUST-00964,4,6588.0,26352.0,2739.69
ORD-00634,2022-10-21,West,Maharashtra,Office Supplies,Printers,Karan Malhotra,CUST-01597,4,2762.8,11051.2,2972.22
ORD-01405,2022-10-22,East,Odisha,Office Supplies,Paper,Arjun Bhatt,CUST-00956,11,2540.73,27948.03,9560.45
ORD-01919,2022-10-22,Central,Madhya Pradesh,Furniture,Tables,Sneha Kulkarni,CUST-00404,2,7981.3,15962.6,4512.35
ORD-01764,2022-10-22,North,Delhi,Clothing,Womenswear,Sneha Kulkarni,CUST-00468,3,2535.49,7606.47,3305.77
ORD-00375,2022-10-23,East,Jharkhand,Electronics,Accessories,Arjun Bhatt,CUST-01551,10,43420.78,434207.8,52625.07
ORD-02458,2022-10-23,East,Jharkhand,Furniture,Storage,Isha Deshpande,CUST-01964,11,16344.7,179791.7,23481.48
ORD-01615,2022-10-23,Central,Chhattisgarh,Furniture,Chairs,Arjun Bhatt,CUST-00975,1,14564.16,14564.16,739.63
ORD-01387,2022-10-23,South,Andhra Pradesh,Electronics,Accessories,Sneha Kulkarni,CUST-00569,11,16772.01,184492.11,19637.47
ORD-02684,2022-10-24,South,Karnataka,Electronics,Laptops,Siddharth Joshi,CUST-00645,4,30263.06,121052.24,19285.1
ORD-01718,2022-10-24,West,Goa,Clothing,Kidswear,Isha Deshpande,CUST-00666,7,2311.07,16177.49,4877.46
ORD-02111,2022-10-24,West,Goa,Office Supplies,Printers,Isha Deshpande,CUST-01245,1,2642.17,2642.17,882.73
ORD-00228,2022-10-25,South,Kerala,Electronics,Tablets,Rohan Iyer,CUST-01515,5,11735.66,58678.3,3198.86
ORD-02935,2022-10-26,East,Jharkhand,Furniture,Sofas,Neha Kapoor,CUST-00525,7,11421.64,79951.48,16577.88
ORD-00129,2022-10-27,South,Karnataka,Furniture,Storage,Divya Menon,CUST-01136,8,15578.18,124625.44,17471.07
ORD-02457,2022-10-27,South,Kerala,Office Supplies,Printers,Priya Mehta,CUST-01837,3,426.45,1279.35,383.36
ORD-00064,2022-10-27,West,Goa,Furniture,Chairs,Isha Deshpande,CUST-01874,10,9371.29,93712.9,20943.88
ORD-00830,2022-10-27,West,Gujarat,Electronics,Accessories,Vikram Nair,CUST-00096,7,8714.61,61002.27,12021.36
ORD-02524,2022-10-27,South,Tamil Nadu,Electronics,Tablets,Ananya Rao,CUST-02099,8,32422.15,259377.2,37197.89
ORD-01467,2022-10-27,Central,Madhya Pradesh,Furniture,Chairs,Ananya Rao,CUST-01668,5,16028.74,80143.7,9317.62
ORD-02892,2022-10-27,East,West Bengal,Electronics,Laptops,Aarav Shah,CUST-01145,7,38404.59,268832.13,20078.79
ORD-01537,2022-10-28,South,Andhra Pradesh,Electronics,Accessories,Arjun Bhatt,CUST-00988,4,33713.58,134854.32,21327.78
ORD-02607,2022-10-28,West,Gujarat,Office Supplies,Paper,Isha Deshpande,CUST-01156,6,477.66,2865.96,823.26
ORD-00435,2022-10-29,North,Uttar Pradesh,Clothing,Menswear,Sneha Kulkarni,CUST-01498,8,4179.52,33436.16,11763.85
ORD-01812,2022-10-29,South,Kerala,Electronics,Smartphones,Arjun Bhatt,CUST-01342,7,38265.05,267855.35,65244.24
ORD-02247,2022-10-29,East,West Bengal,Electronics,Tablets,Rohan Iyer,CUST-00753,10,15705.81,157058.1,13556.72
ORD-01194,2022-10-30,North,Uttar Pradesh,Furniture,Chairs,Isha Deshpande,CUST-01661,6,5706.45,34238.7,5759.62
ORD-00138,2022-10-30,East,West Bengal,Office Supplies,Binders,Karan Malhotra,CUST-00629,10,2665.14,26651.4,7767.83
ORD-00576,2022-10-30,South,Kerala,Office Supplies,Binders,Neha Kapoor,CUST-00721,10,646.6,6466.0,1558.18
